,Subzone,School,College,Medical,Recreation,Transport,Shop,Food,lscore,Density
297,JOO SENG,0.22916666666666666,0.24390243902439024,0.07407407407407407,0.1652892561983471,0.2222222222222222,0.27040816326530615,0.27419354838709675,26.95913935089011,7657.748434002646
298,CITY HALL,0.875,0.6463414634146342,0.35185185185185186,0.8925619834710744,0.9084967320261438,0.8010204081632653,1.0,99.78570021724842,111.83295748453283
299,KEMBANGAN,0.2708333333333333,0.13414634146341464,0.16666666666666666,0.256198347107438,0.20261437908496732,0.20918367346938777,0.16129032258064516,25.531713403978106,15586.61303125868
300,TOH TUCK,0.041666666666666664,0.036585365853658534,0.018518518518518517,0.09090909090909091,0.1111111111111111,0.10204081632653061,0.13306451612903225,9.730144998367225,9.561231030849777
301,SERANGOON GARDEN,0.4166666666666667,0.17073170731707318,0.09259259259259259,0.30578512396694213,0.1111111111111111,0.20408163265306123,0.22580645161290322,27.82516170278625,11854.774885909555
302,KALLANG BAHRU,0.25,0.17073170731707318,0.24074074074074073,0.38016528925619836,0.7320261437908496,0.4030612244897959,0.6774193548387096,52.0161885426361,23.664705111153282
303,CHANGI AIRPORT,0.041666666666666664,0.0975609756097561,0.07407407407407407,0.10743801652892562,0.7712418300653595,0.5561224489795918,0.2701612903225806,34.95998573993829,0.28302957503739984
304,YISHUN WEST,0.4583333333333333,0.17073170731707318,0.6111111111111112,0.1487603305785124,0.24836601307189543,0.32653061224489793,0.3790322580645161,42.69823349266254,35281.792115300384
305,BISHAN EAST,0.5416666666666666,0.4878048780487805,0.25,0.33884297520661155,0.21568627450980393,0.45408163265306123,0.31451612903225806,47.43181680973093,15670.828672816158
306,BAYFRONT SUBZONE,0.0625,0.10975609756097561,0.35185185185185186,0.7768595041322314,0.40522875816993464,0.44387755102040816,0.7137096774193549,52.19185694116919,0.0
307,SIGLAP,0.375,0.2073170731707317,0.16666666666666666,0.19834710743801653,0.1830065359477124,0.2857142857142857,0.2903225806451613,31.098315422026463,5826.884439929959
308,SIMPANG SOUTH,0.020833333333333332,0.0,0.0,0.008264462809917356,0.013071895424836602,0.0,0.012096774193548387,0.9889950399256069,0.0
309,UPPER PAYA LEBAR,0.3125,0.3170731707317073,0.2037037037037037,0.30578512396694213,0.35947712418300654,0.30612244897959184,0.3911290322580645,40.0178265788496,18704.194496677024
310,PATERSON,0.5208333333333334,0.3780487804878049,0.7777777777777778,0.5619834710743802,0.6274509803921569,0.9693877551020408,0.5967741935483871,80.7769480960933,1377.0364733044055
311,SERANGOON CENTRAL,0.5208333333333334,0.3170731707317073,0.2037037037037037,0.3140495867768595,0.29411764705882354,0.5,0.31451612903225806,44.911237245216626,23161.020623790417
312,ANAK BUKIT,0.5,0.9390243902439024,0.2037037037037037,0.23140495867768596,0.13725490196078433,0.25510204081632654,0.34274193548387094,47.55270868379209,7847.183401354105
313,RESERVOIR VIEW,0.3958333333333333,0.3170731707317073,0.21296296296296297,0.2066115702479339,0.22875816993464052,0.20918367346938777,0.21774193548387097,32.588931468718776,6.049189124761238
314,NORTHLAND,0.25,0.23170731707317074,0.26851851851851855,0.2231404958677686,0.19607843137254902,0.3469387755102041,0.2540322580645161,32.26545927909016,18406.87413002002
315,SELETAR HILLS,0.14583333333333334,0.012195121951219513,0.05555555555555555,0.14049586776859505,0.0718954248366013,0.0663265306122449,0.04838709677419355,9.853943189963799,6264.9915736185585
316,ROCHOR CANAL,0.6041666666666666,0.45121951219512196,0.5092592592592593,0.4793388429752066,0.9607843137254902,0.7142857142857143,0.8306451612903226,82.91732557524749,0.0
317,UPPER THOMSON,0.16666666666666666,0.08536585365853659,0.08333333333333333,0.15702479338842976,0.1437908496732026,0.2193877551020408,0.17338709677419356,18.752515218730796,7562.438897595649
318,CHINATOWN,0.625,0.5487804878048781,0.6203703703703703,0.8760330578512396,0.8627450980392157,0.6326530612244898,1.0,94.14165781922554,17744.28392382391
319,BRADDELL,0.6458333333333334,0.3902439024390244,0.5925925925925926,0.2892561983471074,0.30718954248366015,0.3877551020408163,0.4314516129032258,55.482139783603735,21836.59352187814
320,ANCHORVALE,0.3125,0.23170731707317074,0.1111111111111111,0.2066115702479339,0.2222222222222222,0.09693877551020408,0.10483870967741936,23.43580115124969,33554.889775206204
321,MOULMEIN,0.5208333333333334,0.3780487804878049,0.9537037037037037,0.33884297520661155,0.5228758169934641,0.44387755102040816,0.5161290322580645,66.96355648044623,6855.739909803092
322,INSTITUTION HILL,0.5208333333333334,0.4024390243902439,0.3611111111111111,0.5537190082644629,0.6078431372549019,0.8571428571428571,0.7943548387096774,74.67505121801267,7970.520326225373
